profileID,respID,qID,altID,obsID,blockID,location,price,materials,frequency
80,524,1,2,4185,1,Drop-off,20,Food waste,3
3,524,2,1,4186,1,Door Pick-up,5,Commercial compost,1
84,524,2,2,4186,1,Drop-off,5,Limited food waste,3
23,524,3,1,4187,1,Door Pick-up,5,Limited food waste,1
106,524,3,2,4187,1,Drop-off,10,Food waste,4
74,524,4,1,4188,1,Drop-off,5,Food waste,3
25,524,4,2,4188,1,Door Pick-up,10,Limited food waste,1
16,524,5,1,4189,1,Drop-off,10,Food waste,1
97,524,5,2,4189,1,Door Pick-up,15,Commercial compost,4
68,524,6,1,4190,1,Drop-off,15,Commercial compost,3
87,524,6,2,4190,1,Door Pick-up,15,Limited food waste,3
47,524,7,1,4191,1,Door Pick-up,15,Food waste,2
117,524,7,2,4191,1,Door Pick-up,15,Limited food waste,4
26,524,8,1,4192,1,Drop-off,10,Limited food waste,1
65,524,8,2,4192,1,Door Pick-up,10,Commercial compost,3
40,525,1,1,4193,1,Drop-off,20,Commercial compost,2
80,525,1,2,4193,1,Drop-off,20,Food waste,3
3,525,2,1,4194,1,Door Pick-up,5,Commercial compost,1
84,525,2,2,4194,1,Drop-off,5,Limited food waste,3
23,525,3,1,4195,1,Door Pick-up,5,Limited food waste,1
106,525,3,2,4195,1,Drop-off,10,Food waste,4
74,525,4,1,4196,1,Drop-off,5,Food waste,3
25,525,4,2,4196,1,Door Pick-up,10,Limited food waste,1
16,525,5,1,4197,1,Drop-off,10,Food waste,1
97,525,5,2,4197,1,Door Pick-up,15,Commercial compost,4
68,525,6,1,4198,1,Drop-off,15,Commercial compost,3
87,525,6,2,4198,1,Door Pick-up,15,Limited food waste,3
47,525,7,1,4199,1,Door Pick-up,15,Food waste,2
117,525,7,2,4199,1,Door Pick-up,15,Limited food waste,4
26,525,8,1,4200,1,Drop-off,10,Limited food waste,1
65,525,8,2,4200,1,Door Pick-up,10,Commercial compost,3
40,526,1,1,4201,1,Drop-off,20,Commercial compost,2
80,526,1,2,4201,1,Drop-off,20,Food waste,3
3,526,2,1,4202,1,Door Pick-up,5,Commercial compost,1
84,526,2,2,4202,1,Drop-off,5,Limited food waste,3
23,526,3,1,4203,1,Door Pick-up,5,Limited food waste,1
106,526,3,2,4203,1,Drop-off,10,Food waste,4
74,526,4,1,4204,1,Drop-off,5,Food waste,3
25,526,4,2,4204,1,Door Pick-up,10,Limited food waste,1
16,526,5,1,4205,1,Drop-off,10,Food waste,1
97,526,5,2,4205,1,Door Pick-up,15,Commercial compost,4
68,526,6,1,4206,1,Drop-off,15,Commercial compost,3
87,526,6,2,4206,1,Door Pick-up,15,Limited food waste,3
47,526,7,1,4207,1,Door Pick-up,15,Food waste,2
117,526,7,2,4207,1,Door Pick-up,15,Limited food waste,4
26,526,8,1,4208,1,Drop-off,10,Limited food waste,1
65,526,8,2,4208,1,Door Pick-up,10,Commercial compost,3
40,527,1,1,4209,1,Drop-off,20,Commercial compost,2
80,527,1,2,4209,1,Drop-off,20,Food waste,3
3,527,2,1,4210,1,Door Pick-up,5,Commercial compost,1
84,527,2,2,4210,1,Drop-off,5,Limited food waste,3
23,527,3,1,4211,1,Door Pick-up,5,Limited food waste,1
106,527,3,2,4211,1,Drop-off,10,Food waste,4
74,527,4,1,4212,1,Drop-off,5,Food waste,3
25,527,4,2,4212,1,Door Pick-up,10,Limited food waste,1
16,527,5,1,4213,1,Drop-off,10,Food waste,1
97,527,5,2,4213,1,Door Pick-up,15,Commercial compost,4
68,527,6,1,4214,1,Drop-off,15,Commercial compost,3
87,527,6,2,4214,1,Door Pick-up,15,Limited food waste,3
47,527,7,1,4215,1,Door Pick-up,15,Food waste,2
117,527,7,2,4215,1,Door Pick-up,15,Limited food waste,4
26,527,8,1,4216,1,Drop-off,10,Limited food waste,1
65,527,8,2,4216,1,Door Pick-up,10,Commercial compost,3
40,528,1,1,4217,1,Drop-off,20,Commercial compost,2
80,528,1,2,4217,1,Drop-off,20,Food waste,3
3,528,2,1,4218,1,Door Pick-up,5,Commercial compost,1
84,528,2,2,4218,1,Drop-off,5,Limited food waste,3
23,528,3,1,4219,1,Door Pick-up,5,Limited food waste,1
106,528,3,2,4219,1,Drop-off,10,Food waste,4
74,528,4,1,4220,1,Drop-off,5,Food waste,3
25,528,4,2,4220,1,Door Pick-up,10,Limited food waste,1
16,528,5,1,4221,1,Drop-off,10,Food waste,1
97,528,5,2,4221,1,Door Pick-up,15,Commercial compost,4
68,528,6,1,4222,1,Drop-off,15,Commercial compost,3
87,528,6,2,4222,1,Door Pick-up,15,Limited food waste,3
47,528,7,1,4223,1,Door Pick-up,15,Food waste,2
117,528,7,2,4223,1,Door Pick-up,15,Limited food waste,4
26,528,8,1,4224,1,Drop-off,10,Limited food waste,1
65,528,8,2,4224,1,Door Pick-up,10,Commercial compost,3
40,529,1,1,4225,1,Drop-off,20,Commercial compost,2
80,529,1,2,4225,1,Drop-off,20,Food waste,3
3,529,2,1,4226,1,Door Pick-up,5,Commercial compost,1
84,529,2,2,4226,1,Drop-off,5,Limited food waste,3
23,529,3,1,4227,1,Door Pick-up,5,Limited food waste,1
106,529,3,2,4227,1,Drop-off,10,Food waste,4
74,529,4,1,4228,1,Drop-off,5,Food waste,3
25,529,4,2,4228,1,Door Pick-up,10,Limited food waste,1
16,529,5,1,4229,1,Drop-off,10,Food waste,1
97,529,5,2,4229,1,Door Pick-up,15,Commercial compost,4
68,529,6,1,4230,1,Drop-off,15,Commercial compost,3
87,529,6,2,4230,1,Door Pick-up,15,Limited food waste,3
47,529,7,1,4231,1,Door Pick-up,15,Food waste,2
117,529,7,2,4231,1,Door Pick-up,15,Limited food waste,4
26,529,8,1,4232,1,Drop-off,10,Limited food waste,1
65,529,8,2,4232,1,Door Pick-up,10,Commercial compost,3
40,530,1,1,4233,1,Drop-off,20,Commercial compost,2
80,530,1,2,4233,1,Drop-off,20,Food waste,3
3,530,2,1,4234,1,Door Pick-up,5,Commercial compost,1
84,530,2,2,4234,1,Drop-off,5,Limited food waste,3
23,530,3,1,4235,1,Door Pick-up,5,Limited food waste,1
106,530,3,2,4235,1,Drop-off,10,Food waste,4
74,530,4,1,4236,1,Drop-off,5,Food waste,3
25,530,4,2,4236,1,Door Pick-up,10,Limited food waste,1
16,530,5,1,4237,1,Drop-off,10,Food waste,1
97,530,5,2,4237,1,Door Pick-up,15,Commercial compost,4
68,530,6,1,4238,1,Drop-off,15,Commercial compost,3
87,530,6,2,4238,1,Door Pick-up,15,Limited food waste,3
47,530,7,1,4239,1,Door Pick-up,15,Food waste,2
117,530,7,2,4239,1,Door Pick-up,15,Limited food waste,4
26,530,8,1,4240,1,Drop-off,10,Limited food waste,1
65,530,8,2,4240,1,Door Pick-up,10,Commercial compost,3
40,531,1,1,4241,1,Drop-off,20,Commercial compost,2
80,531,1,2,4241,1,Drop-off,20,Food waste,3
3,531,2,1,4242,1,Door Pick-up,5,Commercial compost,1
84,531,2,2,4242,1,Drop-off,5,Limited food waste,3
23,531,3,1,4243,1,Door Pick-up,5,Limited food waste,1
106,531,3,2,4243,1,Drop-off,10,Food waste,4
74,531,4,1,4244,1,Drop-off,5,Food waste,3
25,531,4,2,4244,1,Door Pick-up,10,Limited food waste,1
16,531,5,1,4245,1,Drop-off,10,Food waste,1
97,531,5,2,4245,1,Door Pick-up,15,Commercial compost,4
68,531,6,1,4246,1,Drop-off,15,Commercial compost,3
87,531,6,2,4246,1,Door Pick-up,15,Limited food waste,3
47,531,7,1,4247,1,Door Pick-up,15,Food waste,2
117,531,7,2,4247,1,Door Pick-up,15,Limited food waste,4
26,531,8,1,4248,1,Drop-off,10,Limited food waste,1
65,531,8,2,4248,1,Door Pick-up,10,Commercial compost,3
40,532,1,1,4249,1,Drop-off,20,Commercial compost,2
80,532,1,2,4249,1,Drop-off,20,Food waste,3
3,532,2,1,4250,1,Door Pick-up,5,Commercial compost,1
84,532,2,2,4250,1,Drop-off,5,Limited food waste,3
23,532,3,1,4251,1,Door Pick-up,5,Limited food waste,1
106,532,3,2,4251,1,Drop-off,10,Food waste,4
74,532,4,1,4252,1,Drop-off,5,Food waste,3
25,532,4,2,4252,1,Door Pick-up,10,Limited food waste,1
16,532,5,1,4253,1,Drop-off,10,Food waste,1
97,532,5,2,4253,1,Door Pick-up,15,Commercial compost,4
68,532,6,1,4254,1,Drop-off,15,Commercial compost,3
87,532,6,2,4254,1,Door Pick-up,15,Limited food waste,3
47,532,7,1,4255,1,Door Pick-up,15,Food waste,2
117,532,7,2,4255,1,Door Pick-up,15,Limited food waste,4
26,532,8,1,4256,1,Drop-off,10,Limited food waste,1
65,532,8,2,4256,1,Door Pick-up,10,Commercial compost,3
40,533,1,1,4257,1,Drop-off,20,Commercial compost,2
80,533,1,2,4257,1,Drop-off,20,Food waste,3
3,533,2,1,4258,1,Door Pick-up,5,Commercial compost,1
84,533,2,2,4258,1,Drop-off,5,Limited food waste,3
23,533,3,1,4259,1,Door Pick-up,5,Limited food waste,1
106,533,3,2,4259,1,Drop-off,10,Food waste,4
74,533,4,1,4260,1,Drop-off,5,Food waste,3
25,533,4,2,4260,1,Door Pick-up,10,Limited food waste,1
16,533,5,1,4261,1,Drop-off,10,Food waste,1
97,533,5,2,4261,1,Door Pick-up,15,Commercial compost,4
68,533,6,1,4262,1,Drop-off,15,Commercial compost,3
87,533,6,2,4262,1,Door Pick-up,15,Limited food waste,3
47,533,7,1,4263,1,Door Pick-up,15,Food waste,2
117,533,7,2,4263,1,Door Pick-up,15,Limited food waste,4
26,533,8,1,4264,1,Drop-off,10,Limited food waste,1
65,533,8,2,4264,1,Door Pick-up,10,Commercial compost,3
40,534,1,1,4265,1,Drop-off,20,Commercial compost,2
80,534,1,2,4265,1,Drop-off,20,Food waste,3
3,534,2,1,4266,1,Door Pick-up,5,Commercial compost,1
84,534,2,2,4266,1,Drop-off,5,Limited food waste,3
23,534,3,1,4267,1,Door Pick-up,5,Limited food waste,1
106,534,3,2,4267,1,Drop-off,10,Food waste,4
74,534,4,1,4268,1,Drop-off,5,Food waste,3
25,534,4,2,4268,1,Door Pick-up,10,Limited food waste,1
16,534,5,1,4269,1,Drop-off,10,Food waste,1
97,534,5,2,4269,1,Door Pick-up,15,Commercial compost,4
68,534,6,1,4270,1,Drop-off,15,Commercial compost,3
87,534,6,2,4270,1,Door Pick-up,15,Limited food waste,3
47,534,7,1,4271,1,Door Pick-up,15,Food waste,2
117,534,7,2,4271,1,Door Pick-up,15,Limited food waste,4
26,534,8,1,4272,1,Drop-off,10,Limited food waste,1
65,534,8,2,4272,1,Door Pick-up,10,Commercial compost,3
40,535,1,1,4273,1,Drop-off,20,Commercial compost,2
80,535,1,2,4273,1,Drop-off,20,Food waste,3
3,535,2,1,4274,1,Door Pick-up,5,Commercial compost,1
84,535,2,2,4274,1,Drop-off,5,Limited food waste,3
23,535,3,1,4275,1,Door Pick-up,5,Limited food waste,1
106,535,3,2,4275,1,Drop-off,10,Food waste,4
74,535,4,1,4276,1,Drop-off,5,Food waste,3
25,535,4,2,4276,1,Door Pick-up,10,Limited food waste,1
16,535,5,1,4277,1,Drop-off,10,Food waste,1
97,535,5,2,4277,1,Door Pick-up,15,Commercial compost,4
68,535,6,1,4278,1,Drop-off,15,Commercial compost,3
87,535,6,2,4278,1,Door Pick-up,15,Limited food waste,3
47,535,7,1,4279,1,Door Pick-up,15,Food waste,2
117,535,7,2,4279,1,Door Pick-up,15,Limited food waste,4
26,535,8,1,4280,1,Drop-off,10,Limited food waste,1
65,535,8,2,4280,1,Door Pick-up,10,Commercial compost,3
40,536,1,1,4281,1,Drop-off,20,Commercial compost,2
80,536,1,2,4281,1,Drop-off,20,Food waste,3
3,536,2,1,4282,1,Door Pick-up,5,Commercial compost,1
84,536,2,2,4282,1,Drop-off,5,Limited food waste,3
23,536,3,1,4283,1,Door Pick-up,5,Limited food waste,1
106,536,3,2,4283,1,Drop-off,10,Food waste,4
74,536,4,1,4284,1,Drop-off,5,Food waste,3
25,536,4,2,4284,1,Door Pick-up,10,Limited food waste,1
16,536,5,1,4285,1,Drop-off,10,Food waste,1
97,536,5,2,4285,1,Door Pick-up,15,Commercial compost,4
68,536,6,1,4286,1,Drop-off,15,Commercial compost,3
87,536,6,2,4286,1,Door Pick-up,15,Limited food waste,3
47,536,7,1,4287,1,Door Pick-up,15,Food waste,2
117,536,7,2,4287,1,Door Pick-up,15,Limited food waste,4
26,536,8,1,4288,1,Drop-off,10,Limited food waste,1
65,536,8,2,4288,1,Door Pick-up,10,Commercial compost,3
40,537,1,1,4289,1,Drop-off,20,Commercial compost,2
80,537,1,2,4289,1,Drop-off,20,Food waste,3
3,537,2,1,4290,1,Door Pick-up,5,Commercial compost,1
84,537,2,2,4290,1,Drop-off,5,Limited food waste,3
23,537,3,1,4291,1,Door Pick-up,5,Limited food waste,1
106,537,3,2,4291,1,Drop-off,10,Food waste,4
74,537,4,1,4292,1,Drop-off,5,Food waste,3
25,537,4,2,4292,1,Door Pick-up,10,Limited food waste,1
16,537,5,1,4293,1,Drop-off,10,Food waste,1
97,537,5,2,4293,1,Door Pick-up,15,Commercial compost,4
68,537,6,1,4294,1,Drop-off,15,Commercial compost,3
87,537,6,2,4294,1,Door Pick-up,15,Limited food waste,3
47,537,7,1,4295,1,Door Pick-up,15,Food waste,2
117,537,7,2,4295,1,Door Pick-up,15,Limited food waste,4
26,537,8,1,4296,1,Drop-off,10,Limited food waste,1
65,537,8,2,4296,1,Door Pick-up,10,Commercial compost,3
40,538,1,1,4297,1,Drop-off,20,Commercial compost,2
80,538,1,2,4297,1,Drop-off,20,Food waste,3
3,538,2,1,4298,1,Door Pick-up,5,Commercial compost,1
84,538,2,2,4298,1,Drop-off,5,Limited food waste,3
23,538,3,1,4299,1,Door Pick-up,5,Limited food waste,1
106,538,3,2,4299,1,Drop-off,10,Food waste,4
74,538,4,1,4300,1,Drop-off,5,Food waste,3
25,538,4,2,4300,1,Door Pick-up,10,Limited food waste,1
16,538,5,1,4301,1,Drop-off,10,Food waste,1
97,538,5,2,4301,1,Door Pick-up,15,Commercial compost,4
68,538,6,1,4302,1,Drop-off,15,Commercial compost,3
87,538,6,2,4302,1,Door Pick-up,15,Limited food waste,3
47,538,7,1,4303,1,Door Pick-up,15,Food waste,2
117,538,7,2,4303,1,Door Pick-up,15,Limited food waste,4
26,538,8,1,4304,1,Drop-off,10,Limited food waste,1
65,538,8,2,4304,1,Door Pick-up,10,Commercial compost,3
40,539,1,1,4305,1,Drop-off,20,Commercial compost,2
80,539,1,2,4305,1,Drop-off,20,Food waste,3
3,539,2,1,4306,1,Door Pick-up,5,Commercial compost,1
84,539,2,2,4306,1,Drop-off,5,Limited food waste,3
23,539,3,1,4307,1,Door Pick-up,5,Limited food waste,1
106,539,3,2,4307,1,Drop-off,10,Food waste,4
74,539,4,1,4308,1,Drop-off,5,Food waste,3
25,539,4,2,4308,1,Door Pick-up,10,Limited food waste,1
16,539,5,1,4309,1,Drop-off,10,Food waste,1
97,539,5,2,4309,1,Door Pick-up,15,Commercial compost,4
68,539,6,1,4310,1,Drop-off,15,Commercial compost,3
87,539,6,2,4310,1,Door Pick-up,15,Limited food waste,3
47,539,7,1,4311,1,Door Pick-up,15,Food waste,2
117,539,7,2,4311,1,Door Pick-up,15,Limited food waste,4
26,539,8,1,4312,1,Drop-off,10,Limited food waste,1
65,539,8,2,4312,1,Door Pick-up,10,Commercial compost,3
40,540,1,1,4313,1,Drop-off,20,Commercial compost,2
80,540,1,2,4313,1,Drop-off,20,Food waste,3
3,540,2,1,4314,1,Door Pick-up,5,Commercial compost,1
84,540,2,2,4314,1,Drop-off,5,Limited food waste,3
23,540,3,1,4315,1,Door Pick-up,5,Limited food waste,1
106,540,3,2,4315,1,Drop-off,10,Food waste,4
74,540,4,1,4316,1,Drop-off,5,Food waste,3
25,540,4,2,4316,1,Door Pick-up,10,Limited food waste,1
16,540,5,1,4317,1,Drop-off,10,Food waste,1
97,540,5,2,4317,1,Door Pick-up,15,Commercial compost,4
68,540,6,1,4318,1,Drop-off,15,Commercial compost,3
87,540,6,2,4318,1,Door Pick-up,15,Limited food waste,3
47,540,7,1,4319,1,Door Pick-up,15,Food waste,2
117,540,7,2,4319,1,Door Pick-up,15,Limited food waste,4
26,540,8,1,4320,1,Drop-off,10,Limited food waste,1
65,540,8,2,4320,1,Door Pick-up,10,Commercial compost,3
40,541,1,1,4321,1,Drop-off,20,Commercial compost,2
80,541,1,2,4321,1,Drop-off,20,Food waste,3
3,541,2,1,4322,1,Door Pick-up,5,Commercial compost,1
84,541,2,2,4322,1,Drop-off,5,Limited food waste,3
23,541,3,1,4323,1,Door Pick-up,5,Limited food waste,1
106,541,3,2,4323,1,Drop-off,10,Food waste,4
74,541,4,1,4324,1,Drop-off,5,Food waste,3
25,541,4,2,4324,1,Door Pick-up,10,Limited food waste,1
16,541,5,1,4325,1,Drop-off,10,Food waste,1
97,541,5,2,4325,1,Door Pick-up,15,Commercial compost,4
68,541,6,1,4326,1,Drop-off,15,Commercial compost,3
87,541,6,2,4326,1,Door Pick-up,15,Limited food waste,3
47,541,7,1,4327,1,Door Pick-up,15,Food waste,2
117,541,7,2,4327,1,Door Pick-up,15,Limited food waste,4
26,541,8,1,4328,1,Drop-off,10,Limited food waste,1
65,541,8,2,4328,1,Door Pick-up,10,Commercial compost,3
40,542,1,1,4329,1,Drop-off,20,Commercial compost,2
80,542,1,2,4329,1,Drop-off,20,Food waste,3
3,542,2,1,4330,1,Door Pick-up,5,Commercial compost,1
84,542,2,2,4330,1,Drop-off,5,Limited food waste,3
23,542,3,1,4331,1,Door Pick-up,5,Limited food waste,1
106,542,3,2,4331,1,Drop-off,10,Food waste,4
74,542,4,1,4332,1,Drop-off,5,Food waste,3
25,542,4,2,4332,1,Door Pick-up,10,Limited food waste,1
16,542,5,1,4333,1,Drop-off,10,Food waste,1
97,542,5,2,4333,1,Door Pick-up,15,Commercial compost,4
68,542,6,1,4334,1,Drop-off,15,Commercial compost,3
87,542,6,2,4334,1,Door Pick-up,15,Limited food waste,3
47,542,7,1,4335,1,Door Pick-up,15,Food waste,2
117,542,7,2,4335,1,Door Pick-up,15,Limited food waste,4
26,542,8,1,4336,1,Drop-off,10,Limited food waste,1
65,542,8,2,4336,1,Door Pick-up,10,Commercial compost,3
40,543,1,1,4337,1,Drop-off,20,Commercial compost,2
80,543,1,2,4337,1,Drop-off,20,Food waste,3
3,543,2,1,4338,1,Door Pick-up,5,Commercial compost,1
84,543,2,2,4338,1,Drop-off,5,Limited food waste,3
23,543,3,1,4339,1,Door Pick-up,5,Limited food waste,1
106,543,3,2,4339,1,Drop-off,10,Food waste,4
74,543,4,1,4340,1,Drop-off,5,Food waste,3
25,543,4,2,4340,1,Door Pick-up,10,Limited food waste,1
16,543,5,1,4341,1,Drop-off,10,Food waste,1
97,543,5,2,4341,1,Door Pick-up,15,Commercial compost,4
68,543,6,1,4342,1,Drop-off,15,Commercial compost,3
87,543,6,2,4342,1,Door Pick-up,15,Limited food waste,3
47,543,7,1,4343,1,Door Pick-up,15,Food waste,2
117,543,7,2,4343,1,Door Pick-up,15,Limited food waste,4
26,543,8,1,4344,1,Drop-off,10,Limited food waste,1
65,543,8,2,4344,1,Door Pick-up,10,Commercial compost,3
40,544,1,1,4345,1,Drop-off,20,Commercial compost,2
80,544,1,2,4345,1,Drop-off,20,Food waste,3
3,544,2,1,4346,1,Door Pick-up,5,Commercial compost,1
84,544,2,2,4346,1,Drop-off,5,Limited food waste,3
23,544,3,1,4347,1,Door Pick-up,5,Limited food waste,1
106,544,3,2,4347,1,Drop-off,10,Food waste,4
74,544,4,1,4348,1,Drop-off,5,Food waste,3
25,544,4,2,4348,1,Door Pick-up,10,Limited food waste,1
16,544,5,1,4349,1,Drop-off,10,Food waste,1
97,544,5,2,4349,1,Door Pick-up,15,Commercial compost,4
68,544,6,1,4350,1,Drop-off,15,Commercial compost,3
87,544,6,2,4350,1,Door Pick-up,15,Limited food waste,3
47,544,7,1,4351,1,Door Pick-up,15,Food waste,2
117,544,7,2,4351,1,Door Pick-up,15,Limited food waste,4
26,544,8,1,4352,1,Drop-off,10,Limited food waste,1
65,544,8,2,4352,1,Door Pick-up,10,Commercial compost,3
40,545,1,1,4353,1,Drop-off,20,Commercial compost,2
80,545,1,2,4353,1,Drop-off,20,Food waste,3
3,545,2,1,4354,1,Door Pick-up,5,Commercial compost,1
84,545,2,2,4354,1,Drop-off,5,Limited food waste,3
23,545,3,1,4355,1,Door Pick-up,5,Limited food waste,1
106,545,3,2,4355,1,Drop-off,10,Food waste,4
74,545,4,1,4356,1,Drop-off,5,Food waste,3
25,545,4,2,4356,1,Door Pick-up,10,Limited food waste,1
16,545,5,1,4357,1,Drop-off,10,Food waste,1
97,545,5,2,4357,1,Door Pick-up,15,Commercial compost,4
68,545,6,1,4358,1,Drop-off,15,Commercial compost,3
87,545,6,2,4358,1,Door Pick-up,15,Limited food waste,3
47,545,7,1,4359,1,Door Pick-up,15,Food waste,2
117,545,7,2,4359,1,Door Pick-up,15,Limited food waste,4
26,545,8,1,4360,1,Drop-off,10,Limited food waste,1
65,545,8,2,4360,1,Door Pick-up,10,Commercial compost,3
40,546,1,1,4361,1,Drop-off,20,Commercial compost,2
80,546,1,2,4361,1,Drop-off,20,Food waste,3
3,546,2,1,4362,1,Door Pick-up,5,Commercial compost,1
84,546,2,2,4362,1,Drop-off,5,Limited food waste,3
23,546,3,1,4363,1,Door Pick-up,5,Limited food waste,1
106,546,3,2,4363,1,Drop-off,10,Food waste,4
74,546,4,1,4364,1,Drop-off,5,Food waste,3
25,546,4,2,4364,1,Door Pick-up,10,Limited food waste,1
16,546,5,1,4365,1,Drop-off,10,Food waste,1
97,546,5,2,4365,1,Door Pick-up,15,Commercial compost,4
68,546,6,1,4366,1,Drop-off,15,Commercial compost,3
87,546,6,2,4366,1,Door Pick-up,15,Limited food waste,3
47,546,7,1,4367,1,Door Pick-up,15,Food waste,2
117,546,7,2,4367,1,Door Pick-up,15,Limited food waste,4
26,546,8,1,4368,1,Drop-off,10,Limited food waste,1
65,546,8,2,4368,1,Door Pick-up,10,Commercial compost,3
40,547,1,1,4369,1,Drop-off,20,Commercial compost,2
80,547,1,2,4369,1,Drop-off,20,Food waste,3
3,547,2,1,4370,1,Door Pick-up,5,Commercial compost,1
84,547,2,2,4370,1,Drop-off,5,Limited food waste,3
23,547,3,1,4371,1,Door Pick-up,5,Limited food waste,1
106,547,3,2,4371,1,Drop-off,10,Food waste,4
74,547,4,1,4372,1,Drop-off,5,Food waste,3
25,547,4,2,4372,1,Door Pick-up,10,Limited food waste,1
16,547,5,1,4373,1,Drop-off,10,Food waste,1
97,547,5,2,4373,1,Door Pick-up,15,Commercial compost,4
68,547,6,1,4374,1,Drop-off,15,Commercial compost,3
87,547,6,2,4374,1,Door Pick-up,15,Limited food waste,3
47,547,7,1,4375,1,Door Pick-up,15,Food waste,2
117,547,7,2,4375,1,Door Pick-up,15,Limited food waste,4
26,547,8,1,4376,1,Drop-off,10,Limited food waste,1
65,547,8,2,4376,1,Door Pick-up,10,Commercial compost,3
40,548,1,1,4377,1,Drop-off,20,Commercial compost,2
80,548,1,2,4377,1,Drop-off,20,Food waste,3
3,548,2,1,4378,1,Door Pick-up,5,Commercial compost,1
84,548,2,2,4378,1,Drop-off,5,Limited food waste,3
23,548,3,1,4379,1,Door Pick-up,5,Limited food waste,1
106,548,3,2,4379,1,Drop-off,10,Food waste,4
74,548,4,1,4380,1,Drop-off,5,Food waste,3
25,548,4,2,4380,1,Door Pick-up,10,Limited food waste,1
16,548,5,1,4381,1,Drop-off,10,Food waste,1
97,548,5,2,4381,1,Door Pick-up,15,Commercial compost,4
68,548,6,1,4382,1,Drop-off,15,Commercial compost,3
87,548,6,2,4382,1,Door Pick-up,15,Limited food waste,3
47,548,7,1,4383,1,Door Pick-up,15,Food waste,2
117,548,7,2,4383,1,Door Pick-up,15,Limited food waste,4
26,548,8,1,4384,1,Drop-off,10,Limited food waste,1
65,548,8,2,4384,1,Door Pick-up,10,Commercial compost,3
40,549,1,1,4385,1,Drop-off,20,Commercial compost,2
80,549,1,2,4385,1,Drop-off,20,Food waste,3
3,549,2,1,4386,1,Door Pick-up,5,Commercial compost,1
84,549,2,2,4386,1,Drop-off,5,Limited food waste,3
23,549,3,1,4387,1,Door Pick-up,5,Limited food waste,1
106,549,3,2,4387,1,Drop-off,10,Food waste,4
74,549,4,1,4388,1,Drop-off,5,Food waste,3
25,549,4,2,4388,1,Door Pick-up,10,Limited food waste,1
16,549,5,1,4389,1,Drop-off,10,Food waste,1
97,549,5,2,4389,1,Door Pick-up,15,Commercial compost,4
68,549,6,1,4390,1,Drop-off,15,Commercial compost,3
87,549,6,2,4390,1,Door Pick-up,15,Limited food waste,3
47,549,7,1,4391,1,Door Pick-up,15,Food waste,2
117,549,7,2,4391,1,Door Pick-up,15,Limited food waste,4
26,549,8,1,4392,1,Drop-off,10,Limited food waste,1
65,549,8,2,4392,1,Door Pick-up,10,Commercial compost,3
40,550,1,1,4393,1,Drop-off,20,Commercial compost,2
80,550,1,2,4393,1,Drop-off,20,Food waste,3
3,550,2,1,4394,1,Door Pick-up,5,Commercial compost,1
84,550,2,2,4394,1,Drop-off,5,Limited food waste,3
23,550,3,1,4395,1,Door Pick-up,5,Limited food waste,1
106,550,3,2,4395,1,Drop-off,10,Food waste,4
74,550,4,1,4396,1,Drop-off,5,Food waste,3
25,550,4,2,4396,1,Door Pick-up,10,Limited food waste,1
16,550,5,1,4397,1,Drop-off,10,Food waste,1
97,550,5,2,4397,1,Door Pick-up,15,Commercial compost,4
68,550,6,1,4398,1,Drop-off,15,Commercial compost,3
87,550,6,2,4398,1,Door Pick-up,15,Limited food waste,3
47,550,7,1,4399,1,Door Pick-up,15,Food waste,2
117,550,7,2,4399,1,Door Pick-up,15,Limited food waste,4
26,550,8,1,4400,1,Drop-off,10,Limited food waste,1
65,550,8,2,4400,1,Door Pick-up,10,Commercial compost,3
40,551,1,1,4401,1,Drop-off,20,Commercial compost,2
80,551,1,2,4401,1,Drop-off,20,Food waste,3
3,551,2,1,4402,1,Door Pick-up,5,Commercial compost,1
84,551,2,2,4402,1,Drop-off,5,Limited food waste,3
23,551,3,1,4403,1,Door Pick-up,5,Limited food waste,1
106,551,3,2,4403,1,Drop-off,10,Food waste,4
74,551,4,1,4404,1,Drop-off,5,Food waste,3
25,551,4,2,4404,1,Door Pick-up,10,Limited food waste,1
16,551,5,1,4405,1,Drop-off,10,Food waste,1
97,551,5,2,4405,1,Door Pick-up,15,Commercial compost,4
68,551,6,1,4406,1,Drop-off,15,Commercial compost,3
87,551,6,2,4406,1,Door Pick-up,15,Limited food waste,3
47,551,7,1,4407,1,Door Pick-up,15,Food waste,2
117,551,7,2,4407,1,Door Pick-up,15,Limited food waste,4
26,551,8,1,4408,1,Drop-off,10,Limited food waste,1
65,551,8,2,4408,1,Door Pick-up,10,Commercial compost,3
40,552,1,1,4409,1,Drop-off,20,Commercial compost,2
80,552,1,2,4409,1,Drop-off,20,Food waste,3
3,552,2,1,4410,1,Door Pick-up,5,Commercial compost,1
84,552,2,2,4410,1,Drop-off,5,Limited food waste,3
23,552,3,1,4411,1,Door Pick-up,5,Limited food waste,1
106,552,3,2,4411,1,Drop-off,10,Food waste,4
74,552,4,1,4412,1,Drop-off,5,Food waste,3
25,552,4,2,4412,1,Door Pick-up,10,Limited food waste,1
16,552,5,1,4413,1,Drop-off,10,Food waste,1
97,552,5,2,4413,1,Door Pick-up,15,Commercial compost,4
68,552,6,1,4414,1,Drop-off,15,Commercial compost,3
87,552,6,2,4414,1,Door Pick-up,15,Limited food waste,3
